No,Pertanyaan,Jawaban
2335,Kereta malam Jakarta-Surabaya yang bagus?,"Bima atau Bengawan bro, berangkat sore/malam!"
2336,Stasiun Surabaya yang mana?,"Stasiun Gubeng atau Pasar Turi bro, tergantung kereta!"
2337,Dari Gubeng ke Tunjungan Plaza naik apa?,"Ojek online bro, sekitar 10-15 menit!"
2338,Apakah stasiun Gubeng lebih besar dari Pasar Turi?,"Iya bro, Gubeng lebih modern dan besar!"
2339,Parkir di stasiun Gubeng berapa?,"Rp10.000-Rp20.000 bro, lumayan!"
2340,Kereta terakhir Surabaya-Jakarta jam berapa?,"Ada yang malam bro, sekitar jam 8-9. Sampai pagi!"
2341,Apakah kereta bisa terlambat berjam-jam?,"Jarang bro, paling telat 30-60 menit. Kalau lebih ada info!"
2342,Kenapa kereta kadang berhenti lama di tengah?,"Menunggu sinyal atau kereta lain lewat bro, koordinasi jalur!"
2343,Kalau kereta mogok di tengah hutan gimana?,"Tenang bro, ada SOP evakuasi. Crew terlatih!"
2344,Apakah kereta pernah kena banjir?,"Jarang banget bro, jalur kereta tinggi dan ada drainase!"
2345,Kereta paling aman atau bus?,"Kereta lebih aman statistiknya bro, kecelakaan sangat jarang!"
2346,Apakah kereta ada sabuk pengaman?,"Gak ada bro, gak perlu. Kereta stabil!"
2347,Kalau ada masalah kesehatan di kereta?,"Lapor crew bro, mereka trained first aid. Bisa stop di stasiun terdekat!"
2348,Kereta ada P3K gak?,"Ada bro, di kabin crew atau conductor!"
2349,Apakah boleh turun di stasiun tengah jalan?,"Boleh bro, tapi tiket tetep ke tujuan akhir. Gak ada refund!"
2350,Kereta bisa turun sebentar di stasiun?,"Jangan bro, kereta cuma stop sebentar. Bisa ketinggalan!"
2351,Kenapa harga tiket kereta naik-turun?,"Dynamic pricing bro, kayak pesawat. Makin deket berangkat makin mahal!"
2352,Kapan waktu terbaik beli tiket murah?,"H-90 sampai H-60 bro, biasanya masih murah!"
2353,Apakah ada early bird discount kereta?,"Ada kalau beli jauh hari bro, plus promo khusus!"
2354,Tiket kereta lebaran naik berapa persen?,"Bisa 50-100% lebih mahal bro, demand tinggi!"
2355,Apakah bisa beli tiket kereta offline?,"Bisa di stasiun atau agen bro, tapi lebih praktis online!"
2356,Tiket kereta pakai kartu kredit dapat cicilan?,"Bisa bro, beberapa bank ada program cicilan 0%!"
2357,Bayar tiket kereta pakai OVO bisa?,"Bisa bro, semua e-wallet major support!"
2358,Apakah ada program loyalty KAI?,"Ada KAI Points bro, kumpulin dari perjalanan!"
2359,Cara tukar KAI Points jadi tiket?,"Di app KAI Access bro, ada menu redeem points!"
2360,Berapa poin untuk dapat tiket gratis?,"Tergantung jarak bro, ribuan sampai puluhan ribu poin!"
2361,Anak umur berapa bayar tiket kereta?,"3 tahun ke atas bayar penuh bro, di bawah 3 tahun gratis!"
2362,Apakah bayi perlu tiket kereta?,"Gak perlu bro, asal duduk di pangkuan!"
2363,Boleh bawa stroller bayi di kereta?,"Boleh bro, lipat dan taruh di bagasi!"
2364,Kereta ada fasilitas untuk ibu menyusui?,"Gak ada ruang khusus bro, bawa nursing cover!"
2365,Apakah kereta ramah untuk lansia?,"Lumayan ramah bro, tapi perlu bantuan naik-turun!"
2366,Kursi roda bisa dibawa ke kereta?,"Bisa bro, minta bantuan petugas stasiun!"
2367,Apakah ada diskon untuk lansia?,"Gak ada diskon resmi bro, bayar normal!"
2368,Kereta ada prioritas seat untuk lansia?,"Ada bro, dekat pintu biasanya!"
2369,Boleh bawa alat kesehatan seperti oksigen?,"Boleh bro, tapi inform crew sebelumnya!"
2370,Apakah kereta aksesibel untuk difabel?,"Sebagian stasiun besar bro, tapi belum semua!"
2371,Kereta Turangga rute dari mana ke mana?,"Bandung-Surabaya bro, melewati Yogya dan Solo. Perjalanan panjang!"
2372,Berapa lama Bandung-Surabaya naik kereta Turangga?,"Sekitar 12-14 jam bro, seharian perjalanan!"
2373,Apakah kereta Turangga ada sleeper class?,"Ada reclining seat bro, lumayan buat tidur!"
2374,Kereta Harina jurusan kemana?,"Bandung-Surabaya juga bro, alternatif dari Turangga!"
2375,Apakah ada kereta langsung Semarang-Bandung?,"Ada beberapa bro, tapi lebih banyak yang transit Jakarta!"
2376,Kereta Lodaya masih beroperasi?,"Masih bro, rute Bandung-Solo ekonomi AC!"
2377,Harga tiket kereta Lodaya berapa?,"Rp100.000-Rp150.000 bro, ekonomi AC cukup nyaman!"
2378,Kereta Majapahit jurusan kemana?,"Jakarta-Malang bro, lewat Surabaya!"
2379,Berapa lama Jakarta-Malang naik kereta?,"Sekitar 10-12 jam bro, cukup jauh!"
2380,Dari stasiun Malang ke Batu naik apa?,"Angkot atau travel bro, sekitar 30-45 menit!"
2381,Kereta Jayabaya rute kemana?,"Jakarta-Malang juga bro, alternatif dari Majapahit!"
2382,Apakah kereta ke Malang ada yang eksekutif?,"Ada bro, beberapa kereta premium tersedia!"
2383,Stasiun Malang jauh dari alun-alun?,"Lumayan deket bro, naik ojek 10-15 menit!"
2384,Kereta Probowangi jurusan kemana?,"Surabaya-Banyuwangi bro, ujung timur Jawa!"
2385,Berapa lama Surabaya-Banyuwangi naik kereta?,"Sekitar 5-6 jam bro, pemandangan pantai indah!"
2386,Dari Banyuwangi ke Pelabuhan Ketapang naik apa?,"Ojek atau travel bro, sekitar 15-20 menit!"
2387,Apakah kereta ke Banyuwangi sering penuh?,"Lumayan penuh bro, terutama musim liburan ke Bali!"
2388,Kereta Mutiara Timur rute kemana?,"Surabaya-Banyuwangi juga bro, ekonomi AC!"
2389,Harga tiket Surabaya-Banyuwangi berapa?,"Rp100.000-Rp200.000 bro, tergantung kelas!"
2390,Kereta Sri Tanjung jurusan kemana?,"Surabaya-Banyuwangi bro, kereta eksekutif!"
2391,Apakah ada kereta dari Jakarta ke Banyuwangi langsung?,"Gak ada langsung bro, harus transit Surabaya!"
2392,Kereta Kalimaya rute kemana?,"Jakarta-Purwokerto bro, kereta ekonomi!"
2393,Berapa lama Jakarta-Purwokerto naik kereta?,"Sekitar 6-7 jam bro, lumayan jauh!"
2394,Dari stasiun Purwokerto ke Baturaden jauh?,"Lumayan jauh bro, sekitar 30-40 menit naik angkot!"
2395,Kereta Logawa jurusan kemana?,"Jakarta-Purwokerto juga bro, ekonomi AC!"
2396,Apakah Purwokerto punya lebih dari satu stasiun?,"Cuma satu utama bro, Stasiun Purwokerto!"
2397,Kereta Wijayakusuma rute kemana?,"Jakarta-Cilacap bro, ujung selatan Jawa Tengah!"
2398,Berapa lama Jakarta-Cilacap naik kereta?,"Sekitar 7-8 jam bro, jalur selatan!"
2399,Dari Cilacap kemana bisa wisata?,"Pantai Teluk Penyu atau Benteng Pendem bro!"
2400,Kereta Pasundan rute kemana?,"Bandung-Surabaya via jalur selatan bro!"
2401,Apakah jalur selatan lebih lambat?,"Iya bro, lebih berkelok tapi pemandangan bagus!"
2402,Kereta Kertajaya jurusan kemana?,"Surabaya-Jakarta bro, kereta bisnis/ekonomi!"
2403,Berapa beda harga bisnis dan ekonomi AC?,"Beda Rp30.000-Rp50.000 bro, bisnis lebih nyaman!"
2404,Apakah kereta bisnis ada colokan listrik?,"Kadang ada bro, tapi gak semua. Bawa power bank!"
2405,Kereta Sancaka rute kemana?,"Yogyakarta-Surabaya bro, kereta lokal!"
2406,Berapa lama Yogya-Surabaya naik Sancaka?,"Sekitar 6-7 jam bro, berhenti di banyak stasiun!"
2407,Apakah kereta lokal berhenti di semua stasiun?,"Hampir semua bro, makanya lebih lama!"
2408,Kereta Kamandanu jurusan kemana?,"Semarang-Jakarta bro, eksekutif premium!"
2409,Harga tiket Kamandanu berapa?,"Rp250.000-Rp350.000 bro, lumayan mahal tapi nyaman!"
2410,Kereta Purwojaya rute kemana?,"Cilacap-Tegal bro, ekonomi lokal!"
2411,Apakah ada kereta dari Tegal ke Jakarta?,"Ada bro, beberapa kereta lewat Tegal!"
2412,Stasiun Tegal ramai gak?,"Lumayan ramai bro, kota transit penting!"
2413,Kereta Ciremai rute kemana?,"Cirebon-Semarang bro, ekonomi AC!"
2414,Berapa lama Cirebon-Semarang naik kereta?,"Sekitar 3-4 jam bro, jalur pantai utara!"
2415,Kereta Fajar Utama jurusan kemana?,"Jakarta-Semarang bro, ekonomi ekspress!"
2416,Apakah kereta ekonomi ekspres lebih cepat?,"Lebih cepat dari lokal bro, tapi masih di bawah eksekutif!"
2417,Kereta Gaya Baru Malam Selatan rute kemana?,"Jakarta-Surabaya via jalur selatan bro, kereta malam!"
2418,Kenapa disebut jalur selatan?,"Lewat Yogya-Solo-Madiun bro, bukan jalur utara!"
2419,Jalur utara dan selatan bedanya apa?,"Jalur utara lewat Semarang lebih cepat, selatan lewat Yogya lebih lambat bro!"
2420,Kereta mana yang lewat jalur utara?,"Argo Bromo, Gajayana, Bima lewat jalur utara bro!"
2421,Apakah pemandangan jalur selatan lebih bagus?,"Iya bro, lewat pegunungan dan sawah. Instagramable!"
2422,Kereta Bangunkarta jurusan kemana?,"Jakarta-Surabaya ekonomi bro, murah meriah!"
2423,Berapa harga tiket ekonomi Jakarta-Surabaya?,"Rp150.000-Rp200.000 bro, paling murah!"
2424,Apakah ekonomi non-AC masih ada?,"Udah jarang bro, kebanyakan udah AC semua!"
2425,Kereta Brantas rute kemana?,"Jakarta-Blitar bro, Jawa Timur!"
2426,Berapa lama Jakarta-Blitar naik kereta?,"Sekitar 9-10 jam bro, cukup jauh!"
2427,Dari Blitar kemana bisa wisata?,"Makam Bung Karno atau Pantai Tambakrejo bro!"
2428,Kereta Matarmaja jurusan kemana?,"Jakarta-Malang bro, ekonomi AC!"
2429,Apakah ke Malang harus transit?,"Gak perlu bro, ada kereta langsung dari Jakarta!"
2430,Stasiun Malang Kota Lama atau Malang Kota Baru?,"Malang Kota Lama yang utama bro, lebih deket kota!"
2431,Kereta Singasari rute kemana?,"Surabaya-Malang bro, lokal ekonomi!"
2432,Berapa lama Surabaya-Malang naik kereta lokal?,"Sekitar 3-4 jam bro, santai!"
2433,Kereta Penataran jurusan kemana?,"Surabaya-Blitar bro, ekonomi AC!"
2434,Apakah Blitar dekat dengan Tulungagung?,"Lumayan deket bro, 1 jam naik angkot atau travel!"
2435,Kereta Rapih Dhoho rute kemana?,"Madiun-Surabaya bro, lokal ekonomi!"
2436,Berapa lama Madiun-Surabaya naik kereta?,"Sekitar 3-4 jam bro, beberapa pemberhentian!"
2437,Stasiun Madiun ramai gak?,"Lumayan ramai bro, kota transit regional!"
2438,Kereta Ranggajati jurusan kemana?,"Jakarta-Jember bro, ujung timur!"
2439,Berapa lama Jakarta-Jember naik kereta?,"Sekitar 11-13 jam bro, perjalanan jauh!"
2440,Dari Jember ke Bromo gimana?,"Naik travel atau sewa mobil bro, sekitar 2-3 jam!"
2441,Kereta Mutiara Selatan rute kemana?,"Surabaya-Malang via jalur selatan bro!"
2442,Apakah ada jalur kereta yang melingkar?,"Gak ada melingkar bro, cuma jalur utara-selatan!"
2443,Kereta Dhoho rute kemana?,"Solo-Surabaya bro, ekonomi lokal!"
2444,Berapa lama Solo-Surabaya naik kereta lokal?,"Sekitar 5-6 jam bro, banyak berhenti!"
2445,Kereta Jenggala jurusan kemana?,"Mojokerto-Surabaya bro, commuter lokal!"
2446,Apakah ada kereta commuter selain Jabodetabek?,"Ada beberapa bro, seperti di Surabaya dan Yogya area!"
2447,Kereta Lokal Prameks jurusan kemana?,"Yogyakarta-Solo bro, seperti KRL Jabodetabek!"
2448,Berapa lama Yogya-Solo naik Prameks?,"Sekitar 1-1.5 jam bro, murah dan sering!"
2449,Harga tiket Prameks berapa?,"Rp8.000-Rp15.000 bro, super murah!"
2450,Apakah Prameks pakai e-money?,"Belum bro, masih pakai tiket kertas!"
2451,Kereta Prambanan Ekspres rute kemana?,"Yogya-Solo juga bro, lebih cepat dari Prameks!"
2452,Apakah ada kereta wisata di Yogyakarta?,"Ada bro, wisata rail tour atau heritage train!"
2453,Kereta wisata rute kemana?,"Keliling Yogya atau ke Prambanan bro, wisata sambil naik kereta!"
2454,Harga tiket kereta wisata berapa?,"Rp50.000-Rp100.000 bro, termasuk guide!"
2455,Kereta api wisata bisa untuk rombongan?,"Bisa bro, booking dulu via KAI atau travel agent!"
2456,Apakah ada kereta uap masih beroperasi?,"Ada untuk wisata heritage bro, kadang-kadang aja!"
2457,Kereta uap berangkat dari mana?,"Dari Ambarawa atau Bandung bro, wisata nostalgia!"
2458,Harga tiket kereta uap berapa?,"Rp100.000-Rp200.000 bro, pengalaman unik!"
2459,Apakah bisa charter kereta untuk acara?,"Bisa bro, kontak KAI untuk corporate atau event!"
2460,Kereta untuk pernikahan bisa?,"Bisa bro, ada paket wedding train. Keren untuk foto!"
2461,Apakah ada kereta luxury seperti Orient Express?,"Belum ada di Indonesia bro, masih rencana!"
2462,Kereta mewah Indonesia yang mana?,"Priority atau sleeper class dari Argo Bromo bro, paling mewah sekarang!"
2463,Berapa harga sleeper class termahal?,"Bisa Rp800.000-Rp1.000.000 bro, Jakarta-Surabaya!"
2464,Apakah sleeper class private atau share?,"Private bro, ada kursi yang bisa jadi tempat tidur semi!"
2465,Kereta double decker ada di Indonesia?,"Belum ada bro, semua masih single deck!"
2466,Apakah kereta Indonesia punya dining car?,"Gak ada dining car khusus bro, cuma restorasi gerobak!"
2467,Kereta mana yang punya restorasi terbaik?,"Kereta eksekutif premium bro, menunya lebih variatif!"
2468,Apakah bisa pesan menu khusus di kereta?,"Bisa request bro, tapi terbatas. Lebih baik bawa sendiri!"
2469,Kereta ada mini bar gak?,"Gak ada bar bro, cuma jual minuman ringan!"
2470,Boleh bawa alkohol di kereta?,"Dilarang bro, kereta bebas alkohol!"
2471,Kalau ketahuan bawa alkohol gimana?,"Bisa disita atau kena sanksi bro, jangan coba-coba!"
2472,Apakah kereta ada penjaga keliling?,"Ada petugas dan kadang polisi railway bro!"
2473,Kereta punya polisi khusus?,"Ada Polsuska (Polisi Khusus KA) bro, jaga keamanan!"
2474,Kalau ada kriminal di kereta lapor kemana?,"Ke conductor atau Polsuska bro, mereka siap tangani!"
2475,Apakah kereta sering ada copet?,"Jarang bro, tapi tetap waspada terutama di ekonomi!"
2476,Tips aman naik kereta gimana?,"Jaga barang, kunci koper, tidur bergantian kalau rombongan bro!"
2477,Boleh tidur di kereta ekonomi?,"Boleh bro, tapi tetap aware barang bawaan!"
2478,Apakah ada kamera CCTV di kereta ekonomi?,"Ada bro, semua kelas ada CCTV sekarang!"
2479,Rekaman CCTV disimpan berapa lama?,"Beberapa minggu bro, buat investigasi kalau ada masalah!"
2480,Kalau barang hilang bisa dicek CCTV?,"Bisa bro, lapor ke petugas langsung!"
2481,Apakah kereta punya asuransi barang bawaan?,"Gak ada bro, tanggung jawab pribadi!"
2482,Bawa barang berharga di kereta aman?,"Relatif aman bro, tapi tetap jangan lepas pandangan!"
2483,Laptop bisa di-charge di kereta?,"Bisa kalau ada colokan bro, tapi baterai dulu sebelum naik!"
2484,Apakah WiFi kereta kenceng untuk kerja?,"Kurang stabil bro, buat WA oke tapi video call susah!"
2485,Bisa meeting online di kereta?,"Kurang ideal bro, sinyal naik-turun. Rekam aja atau tunda!"
2486,Kereta ada meja lipat untuk laptop?,"Eksekutif ada meja kecil bro, ekonomi gak ada!"
2487,Apakah kereta cocok untuk digital nomad?,"Lumayan bro, kalau suka bekerja sambil traveling!"
2488,Kereta punya lampu baca per kursi?,"Kereta premium ada bro, ekonomi lampu umum aja!"
2489,Boleh pakai headphone noise cancelling?,"Boleh banget bro, malah recommended biar nyaman!"
2490,Suara kereta berisik gak?,"Lumayan berisik terutama ekonomi bro, headphone solusinya!"
2491,Apakah kereta goyang-goyang bikin mabuk?,"Bisa bro, kalau sensitif minum obat anti mabuk dulu!"
2492,Tips anti mabuk di kereta?,"Duduk menghadap depan, gak banyak main HP, minum jahe bro!"
2493,Kereta ada jendela yang bisa dibuka?,"Gak ada bro, semua tertutup karena AC!"
2494,Pemandangan dari kereta bagus gak?,"Bagus banget bro, terutama jalur selatan lewat persawahan!"
2495,Kapan waktu terbaik lihat pemandangan?,"Pagi atau sore bro, cahayanya bagus buat foto!"
2496,Boleh foto-foto dari jendela kereta?,"Boleh bro, tapi jangan pakai flash ganggu penumpang lain!"
2497,Apakah kereta lewat laut?,"Lewat tepi pantai bro, terutama jalur utara. Pemandangan oke!"
2498,Kereta mana yang pemandangan pantainya bagus?,"Jalur utara Cirebon-Semarang atau Surabaya-Banyuwangi bro!"
2499,Apakah kereta lewat gunung?,"Lewat pegunungan bro, terutama jalur selatan Bandung-Yogya!"
2500,Foto sunset dari kereta bisa?,"Bisa bro, timing yang pas sore hari di jalur pantai!"
2501,Kereta punya spot foto khusus?,"Gak ada spot khusus bro, tapi jendela dan koridor oke buat foto!"
2502,Boleh vlog di dalam kereta?,"Boleh bro, tapi jangan ganggu penumpang lain dan atur volume!"
2503,Apakah kereta cocok untuk konten travel?,"Cocok banget bro, banyak travel vlogger meliput perjalanan kereta!"
2504,Kereta ada drone zone gak?,"Gak boleh terbangkan drone dari kereta bro, bahaya!"
2505,Boleh bawa kamera profesional di kereta?,"Boleh bro, asal gak ganggu dan jaga baik-baik!"
2506,Apakah kereta ada spot instagramable?,"Stasiun-stasiun tua bro, seperti Tawang Semarang atau stasiun heritage!"
2507,Kereta vintage masih ada yang jalan?,"Ada untuk event khusus bro, wisata nostalgia!"
2508,Dimana bisa naik kereta vintage?,"Museum Kereta Ambarawa atau event khusus KAI bro!"
2509,Harga tiket kereta vintage berapa?,"Rp50.000-Rp150.000 bro, termasuk museum!"
2510,Apakah kereta vintage bisa untuk pre-wedding?,"Bisa bro, banyak yang sewa untuk foto pre-wedding!"
2511,Stasiun mana yang cocok untuk pre-wedding?,"Stasiun Tawang, Lawang, atau Bandung bro. Arsitektur klasik!"
2512,Apakah boleh foto pre-wedding tanpa izin?,"Mesti izin dulu ke pihak stasiun bro, ada prosedurnya!"
2513,Biaya sewa stasiun untuk foto berapa?,"Bervariasi bro, Rp500.000-Rp2.000.000 tergantung stasiun dan durasi!"
2514,Kereta bisa disewa untuk syuting film?,"Bisa bro, banyak film Indonesia syuting di kereta!"
2515,Film apa yang syuting di kereta Indonesia?,"Ada beberapa bro, seperti Kereta Api Terakhir atau film drama lainnya!"
2516,Apakah kereta sering jadi lokasi shooting?,"Lumayan sering bro, kereta dan stasiun estetik buat film!"
2517,Boleh live streaming dari kereta?,"Boleh bro, asal internetnya kuat dan gak ganggu!"
2518,   ,"Naik-turun bro, terutama di terowongan atau pegunungan!"
2519,Provider mana yang sinyalnya paling oke?,"Telkomsel paling stabil bro, coverage luas!"
2520,Apakah ada WiFi unlimited di kereta?,"Gak unlimited bro, dan kadang lemot!"
2521,Bisa download film di kereta?,"Kurang recommended bro, WiFi lambat. Download sebelum naik!"
2522,Kereta ada entertainment system?,"Gak ada bro, bawa gadget sendiri!"
2523,Apakah kereta punya USB charging port?,"Kereta baru ada bro, yang lama belum tentu!"
2524,Berapa watt colokan listrik di kereta?,"Standard 220V bro, bisa buat laptop atau charge HP!"
2525,Boleh pakai hairdryer di kereta?,"Jangan bro, beban listriknya besar. Gak etis juga!"
2526,Apakah kereta ada batas penggunaan listrik?,"Gak ada aturan keras bro, tapi gunakan wajar aja!"
2527,Bawa rice cooker di kereta boleh?,"Boleh bawa bro, tapi gak boleh pakai. Gak ada tempat masak!"
2528,Kereta ada area smoking gak?,"Gak ada bro, 100% bebas asap rokok!"
2529,Kalau ketahuan merokok di kereta?,"Kena denda dan sanksi bro, bisa ratusan ribu!"
2530,Apakah kereta ada sistem pendeteksi asap?,"Ada smoke detector bro, otomatis alarm kalau ada asap!"
2531,Boleh vape di kereta?,"Sama aja dilarang bro, vape juga termasuk merokok!"
2532,Kereta punya peraturan dress code?,"Gak ada bro, bebas asal sopan!"
2533,Boleh naik kereta pakai sandal jepit?,"Boleh bro, gak masalah!"
2534,Apakah kereta ada inspeksi barang bawaan?,"Kadang ada pemeriksaan acak bro, terutama saat lebaran!"
2535,Boleh bawa durian di kereta?,"Dilarang bro, baunya ganggu penumpang lain!"
2536,Apakah ada daftar barang terlarang di kereta?,"Ada bro, senjata, narkoba, bahan berbahaya, dan buah berbau keras!"
2537,Bawa gas LPG di kereta boleh?,"Dilarang keras bro, bahaya!"
2538,Apakah kereta memeriksa identitas?,"Kadang-kadang bro, bawa KTP atau identitas lain!"
2539,Boleh naik kereta tanpa identitas?,"Sebaiknya bawa bro, buat jaga-jaga kalau ada pemeriksaan!"
2540,Anak kecil perlu identitas naik kereta?,"Gak wajib bro, tapi bawa akta lahir atau kartu keluarga!"
2541,Apakah kereta bisa telat berjam-jam?,"Sangat jarang bro, paling telat 1-2 jam karena gangguan serius!"
2542,Kereta paling sering telat kapan?,"Musim hujan atau saat maintenance jalur bro!"
2543,Apakah ada notifikasi delay kereta?,"Ada di app KAI Access bro, real-time update!"
2544,Kalau kereta cancel mendadak gimana?,"Dapat refund penuh atau reschedule gratis bro!"
2545,Pernah ada kereta yang dibajak?,"Gak pernah bro, keamanan ketat!"
2546,Apakah kereta aman dari bencana alam?,"Relatif aman bro, tapi kalau gempa besar atau banjir bisa terganggu!"
2547,Kereta punya jalur evakuasi?,"Ada SOP evakuasi bro, crew terlatih!"
